article_url,comment_text,comment_date
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,So they’ve missed the absolute deadline. Time for another absolute deadline.,"Dec 4th 2017, 4:11 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Damocles: Not unusual for Northern Ireland to miss deadlines – this year especially!,"Dec 4th 2017, 4:20 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Damocles: Even sky now turning on the DUP: Before lunch: “agreement close”. During lunch: DUP presser and PM call to DUP leader. After lunch: “not possible to reach agreement today. Enough said.,"Dec 4th 2017, 4:29 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Could Brexit be any more of a mess? I reckon there will be another election in the UK in the not so distant future…,"Dec 4th 2017, 4:13 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Evan Cunningham: hopefully …….and Brexit turns out to be just a bad nightmare.,"Dec 4th 2017, 4:19 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Evan Cunningham: yep, once the DUP pull their support for May","Dec 4th 2017, 4:19 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"I knew May would regret the day she jumped into bed with the DUP. She would never have done that if she really understood NI politics. Funny how the DUP conveniently want to be treated exactly the same as mainland UK except for same sex marriage & abortion laws plus their ‘special status’ which requires excessive handouts paid for by the mainland UK citizens, etc etc. Also baffling is that the DUP are not representing the majority of their people who voted to remain in the EU. Ian Paisley was a pussycat compared to the entrenched unionism of Arlene Foster and the DUP","Dec 4th 2017, 5:33 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Colleen Kilbane: You are right Colleen, but then Paisley was the founder of the DUP who marched his men up the hill and finally did a deal wirh the shinners. Lily livered David Trimble on the other hand wasn’t five minutes in government with the SDLP and he pulled the plug, no wonder they dumped him off to the House of Lords. Arlene Foster shouldn’t even be in politics threatening to pull the plug on her own constituent business people in Enniskillen with her talk of a hard border.","Dec 4th 2017, 8:17 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Chris Kirk: DUP and Teresa May same as ‘the tail wagging the Dog’.,"Dec 4th 2017, 9:49 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Couldn’t we just cut off Northern Ireland and place it in that area between Northern Wales and the Isle of Man,"Dec 4th 2017, 4:14 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Whatshisname: you mean the Irish sea?,"Dec 4th 2017, 4:17 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Whatshisname: if only,"Dec 4th 2017, 4:20 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"The nonsense the government were spinning at lunchtime that the north would be diverging from the Brexit deal turned out to b completely wrong .RTE were reporting that the deal ensured there would b no hard border .Then Arlene Foster of the DUP played the unionist orange card again like so many unionists in the past.Again as usual the British renege.Until the bigotry of the Unionist bluff is called there will never b peace.Its time the Bowing down to the unionists ceases.If they don’t like the deal emigrate to the UK where their forefathers came from .Its an absolute disgrace that the bigots that are the DUP once again are allowed to stop progress in this country .They have been doing it since the Home rule move in the late 19th century.
Gerry Malone Dundalk","Dec 4th 2017, 5:17 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Live at Oriel:
Most unionists are of Scots descent & majority of Scots came from gaelic tribes called the Scoti in Ulster supplanting the Picts in Northern Britain between 600-1000 so technically most Unionists live where their forefathers came from.","Dec 4th 2017, 5:45 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@AR Devine: Shhh you’re not allowed to say things like that. Blowing the received narrative gives many people migraines while try to cope with raw historical facts. Nope.. They’re all evil planters on land stolen from honest Irish people who lived in a sunny milk and honey Gaelic/Celtic utopia until they came along. There, that’s better, far simpler.","Dec 4th 2017, 6:27 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,It look like Leo’s spin dept had a dose of premature ejaculation.,"Dec 4th 2017, 4:31 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Con O’Driscoll: If that turns out to be the case it will be further proff of the waste of taxpayers money known as the SCU,"Dec 4th 2017, 5:12 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Patrick J. O’Rourke: actually it was may and foster that screwed it up but dont let the facts get in the way of your own “spin”,"Dec 4th 2017, 6:29 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,DUP wagging the Tory dog,"Dec 4th 2017, 4:17 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Tony Hartigan: dup will not be duped!!!!!,"Dec 4th 2017, 4:57 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Tony Hartigan: I knew it as soon as I heard the results, but the snap election called by May which allowed the Dup in has been an unmitigated disaster for this island.","Dec 4th 2017, 11:11 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"Felt all day that the back slapping was premature. No one should underestimate the corner May is in, given her reliance on the DUP and given it was internal party politics that drove Cameron to the referendum in the first place, The Conservatives will always put themselves first.
Foster was far more staunch in her POV today, than a lot of the commentators were expecting. Not surprising, given NI is for intents and purposes, being separated from GB, in the current thinking.
A long road to travel here, IMO.","Dec 4th 2017, 4:21 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@MK76: Looks like Leo didn’t play the absolute stormer his supporters thought he did or “do more for Irish unity in a weekend than SF did in their existence”… Who knew Northern Irish politics was so difficult ?,"Dec 4th 2017, 4:31 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Jason: It has less to do with NI politics and more to do with The Conservatives precarious position, which just happens to be supported by the DUP.
And why use this as an opportunity to take a pop off Leo? It’s in all our interests that this gets resolved, so why go down the political be as route?","Dec 4th 2017, 5:08 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Its astonishing to see the DUP reject leaving the EU on the most favourable terms of any UK region all because of their petty insular insecurities. It totally blinds them to what would be best for their electorate.,"Dec 4th 2017, 5:34 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@John Adams: Nothing unusual in that. Negotiations with bitter sectarian bigots is never going to be possible. They will try to drag everyone down to their bitter narrow views. At least the British public are beginning to see these bigots for who they really are. Hilarious to see the British public continuing to refer the the DUP as Irish.,"Dec 4th 2017, 11:54 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Is anyone else of the opinion that it is utter madness that there is currently no Northern Ireland Government in place at potentially the most pivotal moment in their history?!,"Dec 4th 2017, 5:28 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Leroy: Sinn Fein are hiding behind their ‘principles’ as usual.
Luckily Leo and the Republic are there to fill the vacuum and stand up for the people of Northern Ireland.","Dec 4th 2017, 6:03 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@alphanautica: LOL! Talking about principles and then mentioning leo ‘not another red cent’ in the next sentence.
Cheers for that chuckle.","Dec 4th 2017, 6:14 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,May may yet throw the DUP under the bus if it suits Britain. Nobody in Britain gives a toss about NI,"Dec 4th 2017, 5:53 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Paul Lanigan: the problem is if she throws the DUP under a bus, she goes with them.","Dec 5th 2017, 12:07 AM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,It’s now clear that giving NI a special deal….a deal that saves everybody hassle….just isn’t enough. The DUP want the same bad deal as everyone else….even though the majority of the voters in NI voted to remain. Gotta laugh,"Dec 4th 2017, 6:25 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@John Dixon: The DUP does not respect the majority vote in NI in the Brexit referendum. It has even gone so ridiculous that they vote to disadvantage NI farmers who really need CAP subvention from Brussels to maintain their businesses. These obviously include Loyalist farmers since Loyalists are in the majority in Ni and the Majority voted to remain In the EU. So now we have the DUP betraying Loyalists, you couldn’t make this up and I expect trouble in Scotland soon. Not good.","Dec 4th 2017, 11:02 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@gregory: voting to remain in the EU does not necessarily translate to a vote to leave the UK in the event of the rest of the UK leaving the EU. If it’s just down to farm subsidies then it’s unlikely that the UK would disadvantage their farmers in such a way as to remove them. There might be a reform UK variant on the CAP. In fact it’s very unlikely that there wouldn’t be. Leaving the UK is a separate question that would have to be put to the people of NI. It’s not as simple as you seem to present it.,"Dec 5th 2017, 5:26 AM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"where else in the world would you see 10 bigots from a small party called the DUP control and hold up such important talks
The British people need to demand an election or have they no shame to allow a Party like the DUP decide there future","Dec 4th 2017, 5:30 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@ryan3939: how about how the South African apartheid regime survived as a tiny minority. They, the good old Confederates and the Free Presbyterians were all cut from the same cloth. They do not doubt their righteousness and never will. A dangerous species, so to speak.","Dec 4th 2017, 6:07 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@ryan3939: could be worse they could be called sinn fein who represents the IRA terrorists in ireland :),"Dec 4th 2017, 6:13 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"I am looking for some chape wood pellets .
Anyone know where there is some Ar-lying about ?","Dec 4th 2017, 4:55 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,EU want a border… Whatever way they can hurt the Brits… Ireland being damaged really doesn’t matter in Brussels or Berlin..,"Dec 4th 2017, 4:44 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@rich jezzer: the DUP hold nothing and will do what they’re told.,"Dec 4th 2017, 5:04 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@rich jezzer: All that juice you’re taking his playing with you’re brain cells.,"Dec 4th 2017, 5:19 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"So the DUP want no difference between the North and Britain. Grand so, bring in a Language Act as there us in Scotland and Wales. Bring in Marriage Equality as exists in Britain. Abortion as is in Britain. But no, these fundamentalist settlers are living in a frozen archaic time world. The rest of Ireland has moved on into the 21st century. Its time Northern Unionists followed suit.","Dec 4th 2017, 7:20 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Arleen threatened to pull the plug and bring the Tory government down!,"Dec 4th 2017, 4:17 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Polly Dolan: Bluff and counter bluff methinks. Does Arlene really want to push it as far as an GE? High chance Labour could do very well in it. They have very little affinity or time for the DUP. Could backfire spectacularly,"Dec 4th 2017, 4:48 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Richard Day: The other option would be to threaten the DUP with a border poll. The Chief Secretary for NI can basically call that whenever he wants, and he happens to be a Tory.","Dec 4th 2017, 6:42 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"May is finished, the UK is finished, a complete shambles a shambles predicted.","Dec 4th 2017, 5:07 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Austin Rock: the result of a remainer being put in charge of negotiations. A complete joke,"Dec 4th 2017, 6:59 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Austin Rock: I actually think you are right on this. Well thought out point.,"Dec 4th 2017, 11:09 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Dogs on the street could of told everyone that the Orange Card would be played again. Never never never days have not gone away.,"Dec 4th 2017, 6:24 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Joe Johnson: That is true, but their philosophy is entirely rejecteable by a well educated EU populus who have already shunned sectarianism a long time ago be it Gallic, German, Jewish, Christian, or otherwise. Such DUP philosophies have long been admonished in modern democracies within EU Nation States and therein lies the demarcation line between the EU negotiating position and that of the (DUP supported) UK position.","Dec 4th 2017, 11:14 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@gregory: I agree but when it comes to the likes of the dup a leopard never changes it spots even if it hurts their economy,"Dec 5th 2017, 12:04 AM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,The DUP will simply not accept a border between Ireland and UK as it would mean NI is being treated differently to the rest of the UK and in fact would be integrated into rest of Ireland more than ever before and it would bring a United Ireland one step closer. Even if the DUP and UK were to agree no border between NI and ROI it is clear the EU despite its rhetoric will impose one anyway.,"Dec 4th 2017, 4:27 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@GO GREEN: Has NI ever been treated the same as the rest of the UK?,"Dec 4th 2017, 4:40 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Matt Connolly: Of course not – each citizen in NI can have an Irish or British passport for instance – but this is too much for the Unionists to bear even if it wrecks their economy. Given the demographics a United in inevitable but Unionist will try and postpone it for at least another few decades. The danger of NI hurtling back to the bad old days and spreading to rest of Ireland is something that should be avoided at all costs.,"Dec 4th 2017, 4:49 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"As an Irish citizen I would like if the Irish government just told the EU that there will be no hard border. We don’t want it, the Northern Irish whatever their political persuasion don’t want it and we wont be implementing one no matter what. What are the EU going to do? Eastern bloc countries simply ignored their demands over the refugee crisis & nothing happened to them. The EU as it exists now will cease to be in a decade or less. Hopefully, we can revert to a free trade area as in EEC. Ireland should be allying itself with its British neighbour that it shares strong ties of culture, history who are kith & kin & not the bullying EU commission who have contempt for democracy. Varadkar & Coveney’s confrontational posturing towards Britain is a disgrace.","Dec 4th 2017, 5:33 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@AR Devine:
Seriously A R, you’re deluded if you think Britain are our ally.
As for the Irish govt “bullying Britain”????……
…f@#k off.
Get a grip.","Dec 4th 2017, 7:18 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@AR Devine:
Britain has shown its true colours recently.","Dec 4th 2017, 7:19 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,The DUP is excellent at the categoric and absolute negative.,"Dec 4th 2017, 4:42 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Fiona deFreyne: They are just a bunch of bible thumping fanatics, living in the past with a fortress mentality.","Dec 4th 2017, 5:29 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Chris Kirk: am sure the use to follow Rev IAN PAISLEY free presbeterians church bible.,"Dec 4th 2017, 9:42 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"The collapse of the UK government is on the cards now, if you ask me. If there is special status for N.I then Scotland and London will want it also. I expect Uk to remain in customs union.","Dec 4th 2017, 5:15 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@hallelujah: as I have said before May decided to be the patsy that brought down Brexit. She voted against it, she does not believe in it and her objective is to drive headlong into the abyss hoping that sense will prevail. I am afraid that a bit like NI the effect has been polarising and I am still to be convinced that it will have a happy ending…","Dec 4th 2017, 6:13 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@hallelujah: 100% logic. 1st NI Border & CAP payments. 2nd Scotland….who really wish to stay in the EU. 3rd London Finanical district who wish to remain in the EU. There are too many forces inside the UK who wish to remain for a myriad of reasons inside the EU and those forces will split the UK if they proceed with Brexit. This is an inevitable conclusion no doubt about that whatsoever.,"Dec 4th 2017, 11:30 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Arlene has to realise a sea exists between Ulster and the british mainland whereas the republic is only a handshake away.,"Dec 4th 2017, 6:11 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@winston smith: Well, that is true. Although I don’t think this is over yet because I think that this has reinforced the idea of Scottish Nationalism as they are deeply unhappy with Brexit as well. Therefore, I believe that the Brexit referendum has done more to de-stabilize the UK, something than any IRA activity or bomb could have ever done. A rather unpalatable statement but nonethless true. Brexit is only now beginning to unravel. First the NI border issue. Next CAP payments to NI. Third, Scotland – the big one in my view.","Dec 4th 2017, 11:26 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,We need to organise our own plantation and repopulate the North. Then hold a referendum on unity and Bob’s your uncle. Fight fire with fire why not.,"Dec 4th 2017, 6:04 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Con O’Driscoll: Then we’re truly f***ed,"Dec 4th 2017, 6:09 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"THE BEST RESULT FOR THE HOLE OF IRELAND,,,,THAT BRITAIN GIVES BACK THE SIX COUNTY’S AND BRINGS AN END TO 900YRS OF TIERNENY OPRESSION AND GENOCIDE,,,,THAT SPLIT IRELAND AS A NATION,,,,THE ONLY OUTCOME FOR NORTH AND SOUTH THAT IRELAND BECOMES UNITED AS A NATION.
IS IT SO WRONG THAT ONE CANNOT UNDERSTAND THE DAYS OF THROWING DUMMY’S OUT THE WINDOW ARE OVER,,,IS IT SO WRONG THAT ONE MUST UNDERSTAND THROWING STONES AT GLASS GREEN HOUSES ARE OVER,,,,.
I SAY UNITE AS A NATION ONCE AGAIN AND BECOME A STRONGER NATION WITHIN EUROPE KEEPING OPRESSION AWAY FROM OUR DOORS.","Dec 4th 2017, 6:19 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Michael Donovan: you’d be assuming that in the case of a reunification, that all the unionists would up and leave then? We’d have genocide on an epic scale if those crazy mofos ended up being part of this country. The bloodshed would be insane.","Dec 4th 2017, 6:43 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Michael Donovan: award for best mixed metaphors goes to…,"Dec 4th 2017, 6:53 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"Arlene foster for P.M of Great Britain and Northern Ireland she’s a real leader with a real backbone and will stand up for UK interests, the DUP are not going to be bullied around by a weak and wobbly irish government who are trying to get a united Ireland,Hard Brexit is now back on the cards lets hope irish businesses are ready for hundreds of thousands of job losses and the loss of the common travel area :)","Dec 4th 2017, 4:34 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@rich jezzer: here fishy fishy fishy. Anyone want to bite on this one?!,"Dec 4th 2017, 4:40 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Regulatory alignment seems reasonable….Think the DUP will come round to it….Maybe even all of the UK will get regulatory alignment….Sounds like a strong laxative….from Brussels….,"Dec 4th 2017, 4:41 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Which ever jobsite responsible for leaking to RTE at lunch time “UK to concede on Irish border” isn’t fired by now… they should be.,"Dec 4th 2017, 5:59 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Stephen Bergin: hmm , not sure you grasp how media works in these situations mate you can t shoot the messenger , the Eu were tweeting this morning that they were expecting a deal too , and the leaking of these things is mostly planned to try frame a narrative – look the way it panned out the Unionists have played their hand and we will have to just see if they really reject a best of both worlds deal or have some alternative that moves things along – I suspect not. This could blow up on the UK and Unionists and they can only have themselves to blame.","Dec 4th 2017, 10:32 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Now is the time for Sinn Fein to negate the influence of the DUP with the Tories by taking their seats in Westminster. They cannot stand idly by and allow the DUP to rebuild the border with customs and security checks and stand in the way of the majority both North and South.,"Dec 4th 2017, 6:13 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Pat Mullan: clever thinking,"Dec 4th 2017, 8:58 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Pat Mullan: Actually yes, that would be best. The only problem is that SF are as crazy as the DUP in that they believe in absolutes and absolute nonsense but are too blind to see that. There is nothing wrong in standing for Irish Nationalism in Westminster while at the same time recognizing the mixed race/ethnicity present in NI and just getting along together as humans. This is why Nationalism is so dangerous – look at WWII for example- and, really is quite irrelevant in a Globalized World. Many Irish people actually choose to live quite happily in the Uk and indeed many GB Citizens are quite happy to live in Ireland, and they are most welcome here too imho.","Dec 4th 2017, 11:42 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"So what’s next, for the end of the week? I can’t see Dublin giving in – will May announce an election or a new Brexit vote?
This mornings deal was all agreed and ready to be signed up when May excused herself from the meeting to make a call to Foster…then… the whole world watched on as ‘great’ Britain succumbed to a tiny bunch of religious anti-Irish bigots – how embarrassing for was that?","Dec 4th 2017, 8:01 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Pádraig Ó Braonáin: May put her trust in the DUP to support the Conservatives in government and offered them one billion pounds. The money still hasn’t been paid and probably won’t be unless they comply. The British government have other ways of dealing with this which include the peerage, like they gave David Trimble a position in the House of Lords when he messed around at the time of the signing of the GFA, even Paisley and his wife were given a title. Coming down the line perhaps Dodds and Foster could also be rewarded for bending over, they are unionists so they can hardly refuse a knighthood.","Dec 4th 2017, 8:39 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Pádraig Ó Braonáin: Yes, this is truly an embarrassing day for the UK to be held hostage like that to a tiny minority grouping in the UK and at the same time it is the PM’s fault for allowing a situation like this to prevail, no doubt about that whatsoever. The Uk has had strong leaders in the past but not anymore it seems.","Dec 4th 2017, 11:50 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Not surprised the thickness of the dunces unionist party with their negative away of thinking sein fein are the same,"Dec 4th 2017, 5:09 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Heard at lunchtime that this was all but done and dusted. Leos SCU too quick out of the traps?,"Dec 4th 2017, 5:54 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,So little aul Arlene is too pig headed to acknowledge the fact that sharing a land border with an EU country and the fact that nearly half of NI citizens don’t consider themselves British puts Northern Ireland in a very different position to the real British countries?,"Dec 4th 2017, 6:33 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Laura Walsh: Yes.,"Dec 4th 2017, 11:43 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"Nothing is agreed until everything has been agreed ,","Dec 4th 2017, 4:21 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Anthony Gallagher: Can they even agree to disagree.,"Dec 4th 2017, 4:30 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@TheBluffmaster2: No.,"Dec 4th 2017, 11:43 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"The only party in the Uk to control a Bigot like Foster is the labor party
The shinners should go over for just one day and vote the government out of power cause an election and labor will take power
You will see a DUP wipe-out and a Tory wipe out","Dec 4th 2017, 5:36 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@ryan3939: Yes SF should take their seats and do that but you see they are equally pig-headed as the DUP and so this will remain an intractable problem because there is no leadership in either party with a vision than is capable of resolving illogical and unnecessary disagreements about nothing in fact only misguided ego’s,"Dec 4th 2017, 11:47 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"Northern Ireland already has many regulatory differences with Britain like Abortion, Same Marriage etc.","Dec 4th 2017, 7:26 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@tom McCormack: Car vat and registration is slightly different too,"Dec 4th 2017, 10:57 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Ulster still saying NO,"Dec 4th 2017, 6:13 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Looks like the carsonites have struck again in the form of the D.U.P when Collins and his team went to negotiate the treaty in London nearly a hundred years ago the British then had the upper hand this time it was looking like a reversal was on the cards in the form of a more shared and inclusive Ireland but mrs Foster had her talons firmly embedded in Theresa May and the people will not thank her for it,"Dec 4th 2017, 8:55 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"Is it 66 million British citizens the population.
So a group of sectarian hateful bigots are holding the whole of great Britain to ransom.
They are on the Island of Ireland and are technically Irish,they are ok.","Dec 4th 2017, 7:41 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@gerry fallon: as Johnny forty coats said to me one time, they are in my bollix","Dec 4th 2017, 7:50 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@gerry fallon: That’s a very interesting take Gerry. Of course today they told the Conservatives “No. We are British!”.,"Dec 5th 2017, 2:20 AM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"The DUP have humiliated and embarrassed the Tories!
I can see the ratcheting down on the public purse since Brokenshire has the purse strings!
Enjoy your Pyrhic victory Arlene!
May doesn’t want an election, but is not any real danger from a self destructive DUP who know Labour are waiting in the wings!
It has long been a tory strategy to agree one thing and then try and bounce another more favourable agreement at the last moment, hopefully that’s what this is and her bluff was called!","Dec 4th 2017, 6:21 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Jarlath Murphy: they certainly made Mrs May look like a complete idiot. There undoubtedly will be a kick back of some sorts.,"Dec 4th 2017, 7:38 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"The Journal tells us fake news.
There is no deal jet, and their will be no deal. The parlement in UK to vote on this, and so are all EC memberstates. So even when it goes to the next face, there are more countries who like a deal, fishery, agriculture, immigration etc. So wate and see, before the gouverment tells you, we get what we want.","Dec 4th 2017, 4:39 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,Just another replay of “Ulster says no”.,"Dec 4th 2017, 6:38 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Peggy Graham: ___ Ulster says Kamikaze.,"Dec 4th 2017, 8:02 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Ted Murray: Ulster says Hari-Kari,"Dec 4th 2017, 11:54 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"So the DUP who refuse to accept gay marriage which is legal in England, now want the same laws as England. Will be interesting to see DUP supporting gay marriage as they wants the same laws as the rest of the UK.
I have a feeling that the DUP has just delivered a Conservative party long term aim of an United Ireland.","Dec 4th 2017, 10:18 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"@Andrea Brown: Nah, Dup don’t care as much about marriage as they do about centuries old sectarianism and the preservation of the “Union”.","Dec 4th 2017, 11:08 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,How did May thing she could do such a deal and think the DUP would swallow it? She really is in over her head!,"Dec 4th 2017, 5:44 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,@Joe L: tbh most people living in the UK have no iota just how bonkers the DUP and their supporters are but I am quite sure they are now figuring that out.,"Dec 4th 2017, 11:55 PM"
https://www.thejournal.ie/no-deal-reached-brexit-3731523-Dec2017/,"The DUP stance indirectly brings the United Kingdom to a very tricky place. The longer the focus on a deal in relation to NI, the longer the window for other regions to look at having a similar deal. For the first time, I firmly believe we’ll have a United Ireland in my lifetime. We’ll also see Scotland outside the union. Crazy, crazy times. Brexit and unintended consequences, you couldn’t make it up.","Dec 4th 2017, 8:47 PM"
